"measuring_program","date","time","station","sam_code","short_name","attribute","observable","category","count","life_stage","wet_mass","dry_mass","lab_comments","condition"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",9,"N/A","1.9000000000000128E-3","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Cladocera","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Planorbidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",7,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",3,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",2,"Adults","6.3199999999999701E-2","1.7900000000000027E-2",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Psocoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Hydroptilidae","Aquatic Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",3,"Larvae","6.8999999999999062E-3","2.2999999999999687E-3",NA,"N"
"YBFMP",2021-08-31,"08:05","SHR","","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"11:05","STTD","","DRIFT","Drift Invertebrates","Ceratopogonidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"11:05","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",5,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-08-31,"11:05","STTD","","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Dytiscidae","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",3,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",3,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",1,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",2,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Leptoceridae","Aquatic Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"07:51","SHR","","DRIFT","Drift Invertebrates","Turbellaria","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Araneae","Terrestrial Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Unionicolidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Naididae","Aquatic Non-Insect",4,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Physidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Planorbidae","Aquatic Non-Insect",3,"N/A","4.7000000000001485E-3","2.2999999999999687E-3",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Amnicolidae","Aquatic Non-Insect",10,"N/A","1.1800000000000033E-2","6.4000000000001833E-3",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Dytiscidae","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Collembola","Terrestrial Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Diptera","Terrestrial Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Ceratopogonidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Larvae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",1,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",4,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",8,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",5,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Corixidae","Aquatic Insect",1,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",1,"Larvae","1.1999999999998678E-3","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",48,"Adults","1.1399999999999633E-2","1.9999999999997797E-3",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Aeshnidae","Aquatic Insect",1,"Nymphs","(all in RC)","(all in RC)",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Gammaridae","Aquatic Non-Insect",8,"N/A","4.3999999999999595E-3","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Hyalellidae","Aquatic Non-Insect",76,"N/A","3.2100000000000239E-2","8.799999999999919E-3",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Leptocheliidae","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Ostracoda","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-14,"11:34","STTD","","DRIFT","Drift Invertebrates","Turbellaria","Aquatic Non-Insect",2,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Lebertiidae","Aquatic Non-Insect",3,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Cladocera","Aquatic Non-Insect",1,"N/A","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Amnicolidae","Aquatic Non-Insect",1,"N/A","(all in RC)","(all in RC)",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Coleoptera","Terrestrial Insect",5,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Ceratopogonidae","Aquatic Insect",1,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",2,"Pupae","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Chironomidae","Aquatic Insect",14,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Ephemeroptera","Aquatic Insect",5,"Adults","6.1999999999997613E-3","1.7000000000000348E-3",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",14,"Nymphs","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Hemiptera","Terrestrial Insect",3,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Hymenoptera","Terrestrial Insect",4,"Adults","<0.001","<0.001",NA,"N"
"YBFMP",2021-09-28,"08:09","SHR","","DRIFT","Drift Invertebrates","Lepidoptera","Aquatic Insect",2,"Larvae","<0.001","<0.001",NA,"N"
